"Story","Title","Result","Date","Stability","Duration (s)"
"As a user of Wong Cencosud I want to enter your website to buy an item.","Enter the Wong Cencosud website and buy an item.","SUCCESS","2020-09-16T14:29:12.862-05:00[America/Bogota]","0.0","114.82"
